X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-77.0256051806656,38.9287026476798,472,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/11 13:14:23+00,2020/05/12 10:20:42+00,2020/06/01 13:14:23+00,2020/05/11 13:14:23+00,1,2020/05/12 10:20:42+00,,Closed,,20-00163893,Standard,782 IRVING STREET NW,397780,140090.98,38.92869519,-77.02560289,WASHINGTON,DC,20010,232810,1
-77.013573290044,38.9503583522921,473,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/14 18:05:23+00,1970/01/01 00:00:00+00,2020/06/04 18:05:23+00,2020/05/14 18:05:23+00,,1970/01/01 00:00:00+00,,Open,,20-00168770,Standard,4911 NEW HAMPSHIRE AVENUE NW,398823.63,142494.73,38.95035089,-77.013571,WASHINGTON,DC,20011,243651,4
-77.0175927077367,38.9570705989707,474,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/11 17:04:40+00,1970/01/01 00:00:00+00,2020/06/01 17:04:40+00,2020/05/11 17:04:40+00,,1970/01/01 00:00:00+00,,Open,,20-00164296,Standard,5517 4TH STREET NW,398475.36,143239.91,38.95706313,-77.01759042,WASHINGTON,DC,20011,249455,4
-76.9928303684821,38.9033849683511,475,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/04/30 22:10:02+00,2020/05/05 14:20:56+00,2020/05/20 22:10:02+00,2020/04/30 22:10:02+00,1,2020/05/05 14:06:00+00,,Closed,,20-00152643,Standard,1018 10TH STREET NE,400622.09,137280.22,38.90337751,-76.99282809,WASHINGTON,DC,20002,75441,6
-77.0148218038475,38.9145455882316,476,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/04/21 18:21:18+00,2020/04/29 06:58:46+00,2020/05/11 18:21:18+00,2020/04/21 18:21:18+00,1,2020/04/29 06:57:00+00,,Closed,,20-00141356,Standard,214 RHODE ISLAND AVENUE NW,398714.76,138519.22,38.91453813,-77.01481951,WASHINGTON,DC,20001,230050,5
-77.0000089793468,38.9610306929064,477,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/07 12:50:06+00,1970/01/01 00:00:00+00,2020/05/28 12:50:06+00,2020/05/07 12:50:06+00,,1970/01/01 00:00:00+00,,Open,,20-00160293,Standard,529 OGLETHORPE STREET NE,399999.42,143679.37,38.96102323,-77.00000669,WASHINGTON,DC,20011,10917,4
-76.9978346127613,38.9502170599585,478,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/04/22 12:29:34+00,2020/05/06 10:01:07+00,2020/05/12 12:29:34+00,2020/04/22 12:29:34+00,1,2020/05/06 09:59:00+00,,Closed,,20-00142006,Standard,600 EMERSON STREET NE,400187.9,142478.96,38.9502096,-76.99783233,WASHINGTON,DC,20017,5815,5
-77.0312456857736,38.9134970228386,479,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/01 13:20:31+00,2020/05/11 18:48:07+00,2020/05/21 13:20:31+00,2020/05/01 13:20:31+00,1,2020/05/11 11:50:00+00,,Closed,,20-00153345,Standard,1339 RIGGS STREET NW,397290.34,138403.18,38.91348957,-77.03124339,WASHINGTON,DC,20009,238135,2
-76.9781791308899,38.9039273455085,480,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/08 11:54:45+00,2020/05/12 08:16:39+00,2020/05/29 11:54:45+00,2020/05/08 11:54:45+00,1,2020/05/12 08:16:00+00,,Closed,,20-00161523,Standard,1754 L STREET NE,401892.92,137340.63,38.90391956,-76.97817685,WASHINGTON,DC,20002,56314,5
-77.0749712844149,38.9632761065409,481,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/01 13:26:50+00,2020/05/07 12:08:39+00,2020/05/21 13:26:50+00,2020/05/01 13:26:50+00,1,2020/05/08 00:05:00+00,,Closed,,20-00153355,Standard,5500 CONNECTICUT AVENUE NW,393502.67,143931.3,38.96326864,-77.07496897,WASHINGTON,DC,20015,276032,3
